alert	rule	path	line	reason	comment
630	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	356	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
631	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	365	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
632	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	383	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
633	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	387	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
655	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	90	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
656	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	95	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
660	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	132	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
669	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	267	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
670	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	271	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
672	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	295	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
673	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	329	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
675	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	365	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
676	cs/useless-assignment-to-local	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	383	used in tests	Intentional allocation generating GC pressure measured by GCTracker; file documents this via #pragma warning disable IDE0059.
865	cs/useless-upcast	samples/KeenEyes.Sample.UI/Program.cs	1178	false positive	The upcast fixes the projected tuple element type to IEnumerable<MenuItemDef> so the sequence matches CreateMenuBar's parameter; ValueTuple is invariant, so removing it (leaving MenuItemDef[]) breaks the call.
1403	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	329	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1404	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	362	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1405	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	367	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1406	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	372	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1407	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	377	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1408	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	382	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1409	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	387	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1410	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	392	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1411	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	397	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1412	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	402	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1413	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	407	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1414	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	412	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1415	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	418	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1416	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	423	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1417	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	429	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1418	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	434	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1419	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	440	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1420	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	446	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1421	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	451	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1422	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	457	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1423	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	463	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1424	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	468	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1425	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	473	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1426	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	478	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1427	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	483	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1428	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	488	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1429	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	493	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1430	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	498	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1431	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	503	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1432	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	508	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1433	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	513	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1434	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	518	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1435	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	524	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1436	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	529	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1437	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	534	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1438	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	539	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1439	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	545	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1440	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	550	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1441	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	555	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1442	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	560	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1443	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	565	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1444	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	570	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1445	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	575	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1446	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	580	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1447	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	585	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1448	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	590	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1449	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	595	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1450	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	600	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
1451	cs/useless-upcast	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	605	false positive	Cast to object is required by C# to convert to an unconstrained type parameter T (CS0030 without it)
517	cs/useless-upcast	tests/KeenEyes.Core.Tests/ArchetypeTests.cs	1422	false positive	The (object) cast boxes the struct so the array's element type unifies to (ComponentInfo, object); removing it makes the two array elements have incompatible types and fails to compile. The upcast is required, not useless.
518	cs/useless-upcast	tests/KeenEyes.Core.Tests/ArchetypeTests.cs	1423	false positive	The (object) cast boxes the struct so the array's element type unifies to (ComponentInfo, object); removing it makes the two array elements have incompatible types and fails to compile. The upcast is required, not useless.
190	cs/useless-upcast	tests/KeenEyes.Core.Tests/InternalApiTests.cs	341	false positive	The (IEnumerable) cast intentionally selects the explicit non-generic IEnumerable.GetEnumerator() implementation so this test covers that code path; without the cast the generic IEnumerable<Entity> enumerator is used instead.
191	cs/useless-upcast	tests/KeenEyes.Core.Tests/InternalApiTests.cs	363	false positive	The (IEnumerable) cast intentionally selects the explicit non-generic IEnumerable.GetEnumerator() implementation so this test covers that code path; without the cast the generic IEnumerable<Entity> enumerator is used instead.
192	cs/useless-upcast	tests/KeenEyes.Core.Tests/InternalApiTests.cs	386	false positive	The (IEnumerable) cast intentionally selects the explicit non-generic IEnumerable.GetEnumerator() implementation so this test covers that code path; without the cast the generic IEnumerable<Entity> enumerator is used instead.
